review_text,rating,len_char,len_word,tokens_clean,clean_text
"Buffs cyrene plsss. Her ultimate regeneration. I expected a lot from her. I'm guarantee to her E2 but ig I'm gonna go for tribbie E2 since she's heavily focus on chrysos heir. she's bad, outside chrysos heir. everyone said that she's good in e0 ? lol read her kit plsss you can't gain stacks in e0 without amphoreus characters, there's free 6 stacks if you use 3 chrysos heir which is bad. If you compare her to elysia in hi3 there's a big difference. She can't be compared to elysia. sorry not sorry",1,500,93,"['buff', 'cyrene', 'plsss', 'ultimate', 'regeneration', 'expect', 'lot', 'guarantee', 'ig', 'gon', 'na', 'go', 'tribbie', 'since', 'heavily', 'focus', 'chrysos', 'heir', 'bad', 'outside', 'chrysos', 'heir', 'everyone', 'say', 'good', 'lol', 'read', 'kit', 'plsss', 'not', 'gain', 'stack', 'without', 'amphoreus', 'character', 'free', 'stack', 'use', 'chrysos', 'heir', 'bad', 'compare', 'elysia', 'hi', 'big', 'difference', 'not', 'compare', 'elysia', 'sorry', 'not', 'sorry']",buff cyrene plsss ultimate regeneration expect lot guarantee ig gon na go tribbie since heavily focus chrysos heir bad outside chrysos heir everyone say good lol read kit plsss not gain stack without amphoreus character free stack use chrysos heir bad compare elysia hi big difference not compare elysia sorry not sorry
"I used to play HSR, but I quit at the end of Penacony. Honestly, the game just got too much for me. You gotta play more 8 yapping for story quest and 2 min cut-scene Every patch they powercreep everything, making old characters useless. Without pulling new units, you can’t even clear new content. They sell $300 skins that don’t even have any visual effect And the storytelling… it just got really bad. Kafka was literally the only reason I kept playing before I finally quit.",1,477,86,"['use', 'quit', 'end', 'penacony', 'honestly', 'get', 'much', 'get', 'ta', 'yap', 'story', 'quest', 'min', 'cut', 'scene', 'every', 'patch', 'powercreep', 'everything', 'make', 'old', 'character', 'useless', 'without', 'pull', 'new', 'unit', 'even', 'clear', 'new', 'sell', 'skin', 'even', 'visual', 'effect', 'storytelling', 'get', 'really', 'bad', 'kafka', 'literally', 'reason', 'keep', 'finally', 'quit']",use quit end penacony honestly get much get ta yap story quest min cut scene every patch powercreep everything make old character useless without pull new unit even clear new sell skin even visual effect storytelling get really bad kafka literally reason keep finally quit
Yall have gotten too greedy,3,27,5,"['yall', 'gotten', 'greedy']",yall gotten greedy
"Hey guys, I just wanna say thank you for the good stories, lore, music and free stuff you've been giving us. I just wanna address about the upcoming update, first, Cyrene is a good buff but ONLY in her E6 or whatever the live said, second, we need to pay 300 DOLLARS, for a skin on her weapon and for new animations, and lastly. BANNERS. Yes banners, 7 BANNERS IN ONE VERSION PLUS IT'S ALL THE GOOD DPS AND SUPPORT. How about us F2p players? 🤧 Hopefully we get a lot of events to farm enough. Ty.",2,496,97,"['hey', 'guy', 'wan', 'na', 'say', 'thank', 'good', 'story', 'lore', 'music', 'free', 'stuff', 'give', 'u', 'wan', 'na', 'address', 'upcoming', 'update', 'first', 'cyrene', 'good', 'buff', 'whatever', 'live', 'say', 'second', 'need', 'pay', 'dollar', 'skin', 'weapon', 'new', 'animation', 'lastly', 'banner', 'yes', 'banner', 'banner', 'one', 'version', 'plus', 'good', 'dp', 'support', 'u', 'free_to_play', 'hopefully', 'get', 'lot', 'event', 'farm', 'enough', 'ty']",hey guy wan na say thank good story lore music free stuff give u wan na address upcoming update first cyrene good buff whatever live say second need pay dollar skin weapon new animation lastly banner yes banner banner one version plus good dp support u free_to_play hopefully get lot event farm enough ty
"I used to love playing this game it's one of my favorites, but i can't anymore. The game keeps crashing. i hope that the game will come out to xbox, and then i can play it like i play genshin and zzz( with no lag or crashing and with high graphics) i hope the game finds a way to fix the problem but don't get me wrong, the game and storytelling, exploration, and so on are amazing. i would recommend it.",5,404,81,"['use', 'love', 'one', 'favorites', 'not', 'anymore', 'keep', 'crash', 'hope', 'come', 'xbox', 'like', 'genshin', 'zzz', 'no', 'lag', 'crash', 'high', 'graphic', 'hope', 'find', 'way', 'fix', 'problem', 'not', 'get', 'wrong', 'storytelling', 'exploration', 'amaze', 'would', 'recommend']",use love one favorites not anymore keep crash hope come xbox like genshin zzz no lag crash high graphic hope find way fix problem not get wrong storytelling exploration amaze would recommend
"The level of greed displayed by this game has gotten so out of control that it somehow is its own form of power creep. I played since release, going a far as to play it on my Linux machine, and it was fun back then. However, ever since Super Break was introduced, it really threw the balance off this game that never truly recovered from and has only gotten worse. Now, they've been caught deceiving players with showcases with e5 to e6 characters.",2,448,83,"['level', 'greed', 'displayed', 'gotten', 'control', 'somehow', 'form', 'power', 'creep', 'since', 'release', 'go', 'far', 'linux', 'machine', 'fun', 'back', 'however', 'ever', 'since', 'super', 'break', 'introduce', 'really', 'threw', 'balance', 'never', 'truly', 'recovered', 'gotten', 'bad', 'caught', 'deceive', 'showcase', 'character']",level greed displayed gotten control somehow form power creep since release go far linux machine fun back however ever since super break introduce really threw balance never truly recovered gotten bad caught deceive showcase character
"FIX CYRENE HOW GREEDY ARE YOU PEOPLE FIRST GENSHIN NOW THIS IF YOU THINK WE WILL BUY EVERYTHING YOU OFFER YOU ARE DELUSIONAL HOYOVERSE REMINDS ME OF THE UK GOVERMENT FOLLOWING IT'S OWN AGENDA AND IGNORING THE PEOPLE'S WISHES LIKE IF YOU TRULY BELIEVE THIS IS WHAT THE PEOPLE WANT IT'S NOT I WILL KEEP PLAYING FOR THE STORY BUT I WILL NOT SPEND MONEY ON THIS GAME OR GENSHIN ONCE ARKNIGHTS ENDFIELD, NTE AND ANANTA RELEASE I WILL ERASE GENSHIN AND STAR RAIL AND MAYBE ZZZ IF YOU PULL THIS STUNT AGAIN.",1,500,93,"['fix', 'cyrene', 'greedy', 'people', 'first', 'genshin', 'think', 'buy', 'everything', 'offer', 'delusional', 'reminds', 'uk', 'goverment', 'follow', 'agenda', 'ignore', 'people', 'wish', 'like', 'truly', 'believe', 'people', 'want', 'not', 'keep', 'story', 'not', 'spend', 'money', 'genshin', 'arknights', 'endfield', 'nte', 'ananta', 'release', 'erase', 'genshin', 'maybe', 'zzz', 'pull', 'stunt']",fix cyrene greedy people first genshin think buy everything offer delusional reminds uk goverment follow agenda ignore people wish like truly believe people want not keep story not spend money genshin arknights endfield nte ananta release erase genshin maybe zzz pull stunt
"-1 stat for Cyrene kit, actually made me take a break from the game with how disappointed I was But the game overall is pretty good, I'll probably return when I get hyped for a new character",4,190,37,"['stat', 'cyrene', 'kit', 'actually', 'make', 'take', 'break', 'disappointed', 'overall', 'pretty', 'good', 'probably', 'return', 'get', 'hyped', 'new', 'character']",stat cyrene kit actually make take break disappointed overall pretty good probably return get hyped new character
"the game is amazing, I love the gameplay and especially the story omg it's a work of art. Miss acheron (Raiden Bosenmori Mei) is one of their beta made characters in the game I love her. And the skip bottoms are peak so I don't have to sit through those dumb blue quests.",5,271,53,"['amaze', 'love', 'gameplay', 'especially', 'story', 'omg', 'work', 'art', 'miss', 'acheron', 'raiden', 'bosenmori', 'mei', 'one', 'beta', 'make', 'character', 'love', 'skip', 'bottom', 'peak', 'not', 'sit', 'dumb', 'blue', 'quest']",amaze love gameplay especially story omg work art miss acheron raiden bosenmori mei one beta make character love skip bottom peak not sit dumb blue quest
cyrene buff please.,1,19,3,"['cyrene', 'buff', 'please']",cyrene buff please
"Sadly, I thought the meta problems, hp-inflation problems and stricter pulls will be enough of the problem I had face since 3.0 released. However, the Cyrene situation had me conered up and $300 just for a bow skin is just absolute greed. It's kind of crazy that we need to pull meta characters nowdays to complete the endgames. No skill requires but just lucks, meta character's kit and money. Unfortunately, my gratitude towards the main story has been hindered by those corcerning problem..",1,493,83,"['sadly', 'think', 'meta', 'problem', 'health', 'inflation', 'problem', 'stricter', 'pull', 'enough', 'problem', 'face', 'since', 'release', 'however', 'cyrene', 'situation', 'conered', 'bow', 'skin', 'absolute', 'greed', 'kind', 'crazy', 'need', 'pull', 'meta', 'character', 'nowdays', 'complete', 'endgames', 'no', 'skill', 'require', 'lucks', 'meta', 'character', 'kit', 'money', 'unfortunately', 'gratitude', 'towards', 'main', 'story', 'hinder', 'corcerning', 'problem']",sadly think meta problem health inflation problem stricter pull enough problem face since release however cyrene situation conered bow skin absolute greed kind crazy need pull meta character nowdays complete endgames no skill require lucks meta character kit money unfortunately gratitude towards main story hinder corcerning problem
"What in the world was that Livestream, Hoyo? E6 showcase as an advertisement? Are you that scared that your character's horrible?",1,129,21,"['world', 'livestream', 'showcase', 'advertisement', 'scar', 'character', 'horrible']",world livestream showcase advertisement scar character horrible
"Edit: buff cyrene. Asking 250 dollars for an alternate animation is absurd. THIS IS A CASINO. Imagine saving up ingame currency for two months, having to roll the slot machine 75 times, then losing a coin flip and missing the character you wanted. This system is a travesty of game design. The music is amazing and the story is good, but will forever be hamstrung by the nightmare gambling.",1,390,69,"['edit', 'buff', 'cyrene', 'ask', 'dollar', 'alternate', 'animation', 'absurd', 'casino', 'imagine', 'save', 'ingame', 'currency', 'two', 'month', 'roll', 'slot', 'machine', 'time', 'lose', 'coin', 'flip', 'miss', 'character', 'want', 'system', 'travesty', 'design', 'music', 'amazing', 'story', 'good', 'forever', 'hamstrung', 'nightmare', 'gamble']",edit buff cyrene ask dollar alternate animation absurd casino imagine save ingame currency two month roll slot machine time lose coin flip miss character want system travesty design music amazing story good forever hamstrung nightmare gamble
Fix Cyrene's kit or we will not be pulling,1,42,9,"['fix', 'cyrene', 'kit', 'not', 'pull']",fix cyrene kit not pull
"I will be honest, I played this game since it come up, the game good at the beginning, but lately they became so greedy, I should have know because I played other hoyo game. My honest opinion hoyo dont know how to make game, beside the pretty design characters and music, they basically so dumb in making game. This come from me playing their 3 games lol. The new boss they put in hsr is basically as trash as the one who create them lmao, haha.",1,445,86,"['honest', 'since', 'come', 'good', 'begin', 'lately', 'become', 'greedy', 'know', 'honest', 'opinion', 'not', 'know', 'make', 'beside', 'pretty', 'design', 'character', 'music', 'basically', 'dumb', 'make', 'come', 'lol', 'new', 'bos', 'put', 'basically', 'trash', 'one', 'create', 'lmao', 'haha']",honest since come good begin lately become greedy know honest opinion not know make beside pretty design character music basically dumb make come lol new bos put basically trash one create lmao haha
